,player_id,FirstLastTeam,Playing.for,DvP_position,Position,uf_position,games_played,dt_avg,disp_avg,risk,team_disp,usage,Season,highest_avg,talent,form
31,ArchieSmith12472,ASmithBRI,Brisbane Lions,Ruck,FWD,RUC,2,48,10,9,373.5,2.677376171,2019,48,48,35
48,BenMcEvoy11682,BMcEvoyHAW,Hawthorn,Ruck,RU,RUC,12,76,12,55,376.5,3.187250996,2019,76.41666667,82.3,74.18181818
76,BraydonPreuss12500,BPreussMEL,Melbourne,Ruck,RU,RUC,5,50,8,23,386.2,2.071465562,2019,50,56.33333333,50
83,BrodieGrundy12217,BGrundyCOL,Collingwood,Ruck,RU,RUC,15,121,21,68,399.2,5.260521042,2019,120.6,120.8,122.0833333
94,CallumColeman-Jones12730,CColeman-JonesRIC,Richmond,NA,NA,RUC,1,66,13,5,366.8,3.544165758,2019,66,66,72
96,CallumSinclair12158,CSinclairSYD,Sydney,Ruck,RU,RUC,7,73,11,32,371.7,2.959375841,2019,72.71428571,81.83333333,64
217,HaydenMcLean12745,HMcLeanSYD,Sydney,Ruck,FWD,RUC,4,65,11,18,371.7,2.959375841,2019,64.75,64.875,64.75
229,IvanSoldo12529,ISoldoRIC,Richmond,Ruck,RU,RUC,10,72,10,45,366.8,2.726281352,2019,72.2,72.1,73.22222222
303,JarrodWitts12177,JWittsGCS,Gold Coast,Ruck,RU,RUC,15,106,15,68,339.9,4.413062665,2019,106,106,106.1666667
331,JonathonCeglar12210,JCeglarHAW,Hawthorn,Ruck,RU,RUC,11,75,13,50,376.5,3.452855246,2019,74.63636364,74.81818182,79.125
418,MabiorChol12485,MCholRIC,Richmond,KeyF,RU,RUC,9,55,8,41,366.8,2.181025082,2019,54.77777778,54.88888889,54.77777778
441,MatthewKreuzer11645,MKreuzerCAR,Carlton,Ruck,RU,RUC,11,85,13,50,347,3.746397695,2019,85.45454545,95.76666667,82.55555556
447,MaxGawn11966,MGawnMEL,Melbourne,Ruck,RU,RUC,14,111,18,64,386.2,4.660797514,2019,111.3571429,111.1785714,112.0909091
468,NathanVardy11955,NVardyWCE,West Coast,Ruck,RU,RUC,5,51,7,23,356.1,1.965739961,2019,51.4,59.46153846,39.5
479,NicNaitanui11768,NNaitanuiWCE,West Coast,Ruck,RU,RUC,3,73,11,14,356.1,3.089019938,2019,72.66666667,77.77777778,72.66666667
482,NoahBalta12686,NBaltaRIC,Richmond,KeyF,FWD,RUC,6,44,9,27,366.8,2.453653217,2019,43.66666667,43.83333333,33.33333333
492,OscarMcInerney12617,OMcInerneyBRI,Brisbane Lions,KeyF,RU,RUC,12,59,9,55,373.5,2.409638554,2019,59.33333333,59.16666667,63.8
507,PeterLadhams12729,PLadhamsPOR,Port Adelaide,Ruck,RU,RUC,5,66,15,23,375.5,3.994673768,2019,65.6,65.8,69.25
515,RhysStanley11847,RStanleyGEE,Geelong,Ruck,RU,RUC,10,78,14,45,380.1,3.683241252,2019,78,79.04545455,75.875
528,RoryLobb12282,RLobbFRE,Fremantle,Ruck,RU,RUC,8,73,12,36,363.1,3.30487469,2019,72.625,82.5,64.2
530,RowanMarshall12564,RMarshallSTK,St Kilda,Ruck,FWD,RUC,14,104,18,64,388.7,4.630820684,2019,103.6428571,103.8214286,102.4166667
558,ScottLycett11994,SLycettPOR,Port Adelaide,Ruck,RU,RUC,11,95,18,50,375.5,4.793608522,2019,94.81818182,94.90909091,100
562,SeanDarcy12547,SDarcyFRE,Fremantle,Ruck,RU,RUC,11,69,11,50,363.1,3.029468466,2019,68.63636364,76.3125,68.4
567,ShaneMumford11656,SMumfordGWS,Greater Western Sydney,Ruck,RU,RUC,10,56,9,45,377.9,2.381582429,2019,56,69.69230769,59.125
575,StefanMartin11684,SMartinBRI,Brisbane Lions,Ruck,RU,RUC,15,85,16,68,373.5,4.283801874,2019,85.13333333,89.86666667,90.33333333
588,TimEnglish12537,TEnglishWBD,Western Bulldogs,Ruck,RU,RUC,14,74,13,64,387.6,3.353973168,2019,74,74,75
596,TobyNankervis12374,TNankervisRIC,Richmond,Ruck,RU,RUC,3,95,16,14,366.8,4.362050164,2019,94.66666667,94.83333333,84.5
597,ToddGoldstein11686,TGoldsteinNME,North Melbourne,Ruck,RU,RUC,15,91,17,68,367.9,4.620820875,2019,91.06666667,95.53333333,88.16666667
601,TomBellchambers11675,TBellchambersESS,Essendon,Ruck,RU,RUC,8,74,10,36,381.6,2.620545073,2019,74,78.75,76.6
602,TomCampbell12097,TCampbellNME,North Melbourne,Ruck,RU,RUC,1,40,8,5,367.9,2.174503941,2019,40,64.625,40
608,TomHickey12003,THickeyWCE,West Coast,Ruck,RU,RUC,13,69,13,59,356.1,3.650659927,2019,69.46153846,71.14285714,72.66666667
4,AaronSandilands1421,ASandilandsFRE,Fremantle,Ruck,RU,NA,6,72,12,27,363.1,3.30487469,2019,72.16666667,72.08333333,72.16666667
5,AaronYoung12068,AYoungGCS,Gold Coast,GenF,FWD,NA,1,54,11,5,339.9,3.236245955,2019,54,59.36666667,54
9,AdamTomlinson12027,ATomlinsonGWS,Greater Western Sydney,GenD,DEF,MID,15,73,17,68,377.9,4.498544589,2019,72.53333333,75.36666667,72
12,AidenBonar12669,ABonarGWS,Greater Western Sydney,GenF,FWD,FWD,2,42,10,9,377.9,2.646202699,2019,42,50.5,42
13,AlexFasolo11977,AFasoloCAR,Carlton,GenF,FWD,NA,3,33,7,14,347,2.017291066,2019,33.33333333,53.875,50
14,AlexKeath12560,AKeathADE,Adelaide,KeyD,DEF,DEF,11,59,14,50,383,3.65535248,2019,59.09090909,65,58.75
25,AndrewPhillips12075,APhillipsCAR,Carlton,Ruck,RU,RUC,4,78,11,18,347,3.170028818,2019,77.75,77.875,76
26,AndyOtten11678,AOttenADE,Adelaide,KeyD,DEF,NA,3,66,15,14,383,3.916449086,2019,65.66666667,74.16666667,65.66666667
28,AngusSchumacher12751,ASchumacherCAR,Carlton,Mid,MID,NA,1,43,13,5,347,3.746397695,2019,43,43,43
42,BenCrocker12436,BCrockerCOL,Collingwood,MF,FWD,FWD,3,45,8,14,399.2,2.004008016,2019,44.66666667,50.33333333,44.66666667
45,BenKeays12434,BKeaysBRI,Brisbane Lions,Mid,MID,FWD,2,52,14,9,373.5,3.74832664,2019,52.5,56,53
50,BenMcNiece12527,BMcNieceESS,Essendon,GenD,DEF,NA,4,35,10,18,381.6,2.620545073,2019,34.75,38.4,32
55,BillyFrampton12676,BFramptonPOR,Port Adelaide,Ruck,RU,FWD,1,14,9,5,375.5,2.396804261,2019,14,33,94
57,BillyStretch12353,BStretchMEL,Melbourne,MF,MID,FWD,4,68,18,18,386.2,4.660797514,2019,67.75,82.5,72.5
58,BlakeAcres12276,BAcresSTK,St Kilda,MF,MID,FWD,12,69,17,55,388.7,4.373552869,2019,68.83333333,74.42857143,66.81818182
60,BobbyHill12744,BHillGWS,Greater Western Sydney,NA,NA,FWD,7,50,10,32,377.9,2.646202699,2019,50.28571429,50.14285714,50.28571429
63,BradleyHill12060,BHillFRE,Fremantle,Mid,MID,MID,15,94,27,68,363.1,7.435968053,2019,94,94,91
64,BradScheer12530,BScheerGCS,Gold Coast,Mid,MID,NA,3,43,9,14,339.9,2.647837599,2019,43,50.66666667,43
67,BrandonEllis12034,BEllisRIC,Richmond,GenD,DEF,MID,13,78,21,59,366.8,5.72519084,2019,77.69230769,84.5,76.54545455
70,BrandonWhite12486,BWhiteSTK,St Kilda,GenD,DEF,DEF,1,56,10,5,388.7,2.572678158,2019,56,56,56
78,BrendonAh Chee12338,BAh CheeWCE,West Coast,NA,NA,DEF,1,69,15,5,356.1,4.212299916,2019,69,69,69
82,BrettDeledio4068,BDeledioGWS,Greater Western Sydney,MF,FWD,NA,12,72,18,55,377.9,4.763164858,2019,72.33333333,72.375,72.11111111
91,CallumAh Chee12414,CAh CheeGCS,Gold Coast,NA,NA,DEF,1,62,17,5,339.9,5.001471021,2019,62,62,62
92,CallumBrown12545,CBrownCOL,Collingwood,MF,MID,MID,14,64,15,64,399.2,3.75751503,2019,63.5,63.75,64
98,CamEllis-Yolmen12283,CEllis-YolmenADE,Adelaide,NA,NA,MID,4,100,24,18,383,6.266318538,2019,100,100,89
116,ChrisMasten11638,CMastenWCE,West Coast,Mid,MID,MID,10,70,18,45,356.1,5.054759899,2019,70.2,72.17857143,74.33333333
121,ColinORiordan12658,CORiordanSYD,Sydney,NA,NA,DEF,10,55,14,45,371.7,3.766478343,2019,54.6,60.33333333,53.625
124,ConnorMenadue12356,CMenadueRIC,Richmond,GenD,FWD,FWD,2,42,10,9,366.8,2.726281352,2019,42.5,50,50
132,DaleMorris4084,DMorrisWBD,Western Bulldogs,GenD,DEF,NA,1,22,6,5,387.6,1.547987616,2019,22,32.40909091,22
133,DaleThomas4152,DThomasCAR,Carlton,GenD,MID,NA,13,80,19,59,347,5.475504323,2019,80,80.65384615,80.72727273
134,DanButler12490,DButlerRIC,Richmond,GenF,FWD,FWD,6,52,9,27,366.8,2.453653217,2019,51.83333333,58.375,51.25
142,DanielMenzel11873,DMenzelSYD,Sydney,GenF,FWD,NA,7,48,10,32,371.7,2.690341673,2019,48.42857143,57.36363636,51
147,DanielWells1427,DWellsCOL,Collingwood,Mid,MID,NA,1,67,11,5,399.2,2.755511022,2019,67,69.08333333,54
158,DavidArmitage11570,DArmitageSTK,St Kilda,Mid,MID,NA,2,66,16,9,388.7,4.116285053,2019,66,76.13636364,66
162,DavidMirra12613,DMirraHAW,Hawthorn,GenD,DEF,NA,1,76,16,5,376.5,4.249667995,2019,76,76,64
164,DavidMyers11663,DMyersESS,Essendon,Mid,MID,NA,3,62,14,14,381.6,3.668763103,2019,62,72.22727273,65.5
167,DawsonSimpson11822,DSimpsonGWS,Greater Western Sydney,Ruck,RU,RUC,8,70,8,36,377.9,2.116962159,2019,69.5,74.25,69.71428571
176,DougalHoward12420,DHowardPOR,Port Adelaide,KeyD,DEF,DEF,8,52,10,36,375.5,2.663115846,2019,52.375,56.33333333,43.16666667
186,EddieBetts4060,EBettsADE,Adelaide,GenF,FWD,FWD,14,58,12,64,383,3.133159269,2019,58.21428571,63.57142857,55.63636364
187,EdLangdon12393,ELangdonFRE,Fremantle,Mid,MID,MID,15,92,25,68,363.1,6.885155605,2019,92.4,97,91.58333333
202,GrantBirchall4149,GBirchallHAW,Hawthorn,GenD,DEF,DEF,3,73,21,14,376.5,5.577689243,2019,73,77.125,73
215,HaydenBallantyne11770,HBallantyneFRE,Fremantle,GenF,FWD,NA,3,48,11,14,363.1,3.029468466,2019,48.33333333,51.95,59
218,HeathGrundy1401,HGrundySYD,Sydney,GenD,DEF,NA,1,48,11,5,371.7,2.959375841,2019,48,54.06666667,116
222,HughGreenwood12533,HGreenwoodADE,Adelaide,Mid,MID,FWD,9,80,17,41,383,4.438642298,2019,80.11111111,80.05555556,74.71428571
244,JackMartin12236,JMartinGCS,Gold Coast,MF,FWD,FWD,9,81,17,41,339.9,5.001471021,2019,81.33333333,83.5,81
245,JackNewnes12050,JNewnesSTK,St Kilda,Mid,MID,MID,13,64,16,59,388.7,4.116285053,2019,64.46153846,76.1,61
258,JackSteven11791,JStevenSTK,St Kilda,Mid,MID,FWD,5,73,18,23,388.7,4.630820684,2019,73.2,85.56666667,69
266,JacobTownsend12023,JTownsendRIC,Richmond,GenF,FWD,FWD,1,17,3,5,366.8,0.817884406,2019,17,56,17
269,JaegerOMeara12141,JOMearaHAW,Hawthorn,NA,NA,MID,15,97,25,68,376.5,6.640106242,2019,97.26666667,98.03571429,98.75
280,JamesAish12250,JAishCOL,Collingwood,Mid,MID,DEF,9,74,19,41,399.2,4.759519038,2019,74.44444444,74.22222222,78
286,JamesRose12389,JRoseSYD,Sydney,GenF,FWD,MID,5,56,13,23,371.7,3.497444175,2019,55.8,55.9,55.8
295,JarradMcVeigh3950,JMcVeighSYD,Sydney,GenD,DEF,NA,5,57,17,23,371.7,4.573580845,2019,56.6,68.94444444,58.33333333
300,JarrodGarlett5488,JGarlettCAR,Carlton,GenF,FWD,NA,2,48,11,9,347,3.170028818,2019,48,51.3,45
305,JarrydRoughead4078,JRougheadHAW,Hawthorn,KeyF,FWD,NA,4,67,12,18,376.5,3.187250996,2019,66.75,77.4,69
314,JayKennedy-Harris12245,JKennedy-HarrisMEL,Melbourne,NA,NA,MID,5,66,17,23,386.2,4.401864319,2019,65.6,71.66666667,59.25
318,JeffGarlett11711,JGarlettMEL,Melbourne,GenF,FWD,FWD,3,55,8,14,386.2,2.071465562,2019,55,60.42857143,52
336,Jordande Goey12318,Jde GoeyCOL,Collingwood,NA,NA,FWD,10,78,17,45,399.2,4.258517034,2019,78.3,81.31818182,81.125
338,JordanLewis4077,JLewisMEL,Melbourne,GenD,MID,NA,8,66,16,36,386.2,4.142931124,2019,66.5,77.16666667,66.5
344,JoshBruce12065,JBruceSTK,St Kilda,KeyF,FWD,FWD,15,65,13,68,388.7,3.344481605,2019,64.66666667,67.32142857,63.66666667
348,JoshDeluca12548,JDelucaCAR,Carlton,GenF,MID,NA,6,53,12,27,347,3.458213256,2019,52.83333333,52.91666667,52.83333333
350,JoshJenkins12074,JJenkinsADE,Adelaide,KeyF,FWD,FWD,9,79,13,41,383,3.394255875,2019,79.11111111,81.7,79.28571429
352,JoshKennedy11672,JKennedySYD,Sydney,Mid,MID,MID,13,97,26,59,371.7,6.994888351,2019,96.84615385,98.83333333,99.63636364
353,JoshKennedy4169,JKennedyWCE,West Coast,KeyF,FWD,FWD,13,51,8,59,356.1,2.246559955,2019,51.30769231,65.75,48.54545455
357,JoshSmith12427,JSmithWCE,West Coast,Mid,MID,NA,2,46,12,9,356.1,3.369839933,2019,46.5,61.71428571,46.5
360,JoshWalker12109,JWalkerBRI,Brisbane Lions,KeyD,FWD,DEF,5,47,11,23,373.5,2.945113788,2019,46.8,57.08333333,41.66666667
367,KaidenBrand12435,KBrandHAW,Hawthorn,KeyD,DEF,DEF,2,48,12,9,376.5,3.187250996,2019,47.5,54.34615385,47.5
373,KierenJack11546,KJackSYD,Sydney,Mid,MID,NA,4,47,10,18,371.7,2.690341673,2019,47,62.67857143,47
396,LewisPierce12451,LPierceSTK,St Kilda,Ruck,RU,NA,1,47,6,5,388.7,1.543606895,2019,47,51.33333333,40
397,LewisTaylor12252,LTaylorBRI,Brisbane Lions,MF,FWD,FWD,3,78,19,14,373.5,5.087014726,2019,78,78.33333333,72
407,LochieOBrien12611,LOBrienCAR,Carlton,NA,NA,FWD,11,57,14,50,347,4.034582133,2019,57.18181818,57.09090909,57.18181818
413,LukeHodge1134,LHodgeBRI,Brisbane Lions,GenD,DEF,NA,14,68,16,64,373.5,4.283801874,2019,68.28571429,74.66666667,68.54545455
421,MarcPittonet12417,MPittonetHAW,Hawthorn,Ruck,RU,RUC,2,54,10,9,376.5,2.656042497,2019,54.5,54.25,59
424,MarkBaguley12107,MBaguleyESS,Essendon,GenD,DEF,NA,4,50,8,18,381.6,2.096436059,2019,49.5,58.53571429,47
427,MarkOConnor12531,MOConnorGEE,Geelong,NA,NA,DEF,13,58,13,59,380.1,3.420152591,2019,57.61538462,58,59.6
