player_id,Playing.for,uf_position,dt_avg,disp_avg,risk,usage,talent,form,model_raw,projected,adp
ZacFisher12520,Carlton,FWD,55,15,64,4.322766571,59.05,54.09090909,29.97726905596688,53.80206180063196,1.80206180063196
ZacLangdon12599,Greater Western Sydney,FWD,42,8,9,2.116962159,47.46666667,42,16.233284178251775,29.134880730961005,-22.865119269039
ZakButters12698,Port Adelaide,FWD,57,14,59,3.728362184,57.23076923,54.4,28.05671390769524,50.355122501861345,-1.64487749813865
AaronFrancis12467,Essendon,DEF,52,13,55,3.406708595,58.5,55.55555556,27.77341158631951,49.84666227573259,-2.15333772426741
AdamCerra12603,Fremantle,DEF,58,14,59,3.855687139,59.89285714,59.9,30.022919923779213,53.883994241065615,1.88399424106561
AdamKennedy12031,Greater Western Sydney,DEF,64,17,55,4.498544589,67.28571429,65.22222222,33.97566240911059,60.97822604319343,8.97822604319343
AdamSaad12330,Essendon,DEF,69,18,64,4.716981132,84.5,67.90909091,40.799599640909356,73.22556892100611,21.2255689210061
AidanCorr12181,Greater Western Sydney,DEF,41,12,9,3.175443239,46.65384615,41,17.627438564142526,31.63705597211714,-20.3629440278829
AlexPearce12352,Fremantle,DEF,40,11,18,3.029468466,40.25,24,13.248021172954676,23.77704428487669,-28.2229557151233
AlexWitherden12546,Brisbane Lions,DEF,68,17,64,4.551539491,78.22222222,69.45454545,38.85230606558328,69.73064051081415,17.7306405108142
AliirAliir12433,Sydney,DEF,68,16,68,4.304546677,70.6,68.16666667,36.19050697619659,64.95334479249243,12.9533447924924
BacharHouli11566,Richmond,DEF,104,29,64,7.906215921,104.0357143,97.63636364,57.289309064875034,102.82067192542988,50.8206719254299
BaileyWilliams12441,Western Bulldogs,DEF,65,16,36,4.127966976,71.5,70.4,34.0027344066942,61.026813834307454,9.02681383430745
BayleyFritsch12598,Melbourne,DEF,81,17,68,4.401864319,81.06666667,84.25,42.29188151822466,75.90385964980419,23.9038596498042
BenMcKay12580,North Melbourne,DEF,40,8,9,2.174503941,39.75,32,12.271041045064624,22.023597527582194,-29.9764024724178
BenPaton12671,St Kilda,DEF,58,13,32,3.344481605,58.5,57.57142857,26.182871026864873,46.99202060318981,-5.00797939681019
BenStratton11824,Hawthorn,DEF,35,9,59,2.390438247,44,33.5,18.166863978512918,32.60519617950573,-19.3948038204943
BlakeHardwick12469,Hawthorn,DEF,69,17,68,4.515272244,69.16666667,71.41666667,36.66220201261615,65.79992509482472,13.7999250948247
BradSheppard11843,West Coast,DEF,81,19,68,5.335579893,80.9,79.91666667,43.10598401318656,77.36497982937138,25.3649798293714
BrandonStarcevich12668,Brisbane Lions,DEF,31,7,5,1.87416332,32.5,31,9.04588984744082,16.235218882183222,-35.7647811178168
BrandonZerk-Thatcher12757,Essendon,DEF,56,11,5,2.882599581,56,56,22.215922735108762,39.87229276025306,-12.1277072397469
BraydenMaynard12371,Collingwood,DEF,75,19,68,4.759519038,76.46428571,78,40.43408805556116,72.56956263614288,20.5695626361429
BrodieSmith11891,Adelaide,DEF,88,23,68,6.005221932,88.1,88.58333333,47.92935702693349,86.02178617449303,34.021786174493
CalebDaniel12373,Western Bulldogs,DEF,96,27,45,6.965944272,95.8,95.85714286,51.343329034094516,92.14905322380233,40.1490532238023
CalebGraham12754,Gold Coast,DEF,46,12,14,3.530450132,45.83333333,45.66666667,19.1709945376994,34.40737149775744,-17.5926285022426
CalebMarchbank12369,Carlton,DEF,55,13,27,3.746397695,59.16666667,56,26.41274937061725,47.404597507180014,-4.59540249281999
CaleHooker11702,Essendon,DEF,73,18,50,4.716981132,74.88461538,70.22222222,37.130763519064196,66.64088145680184,14.6408814568018
CallumMills12413,Sydney,DEF,76,18,68,4.842615012,75.76666667,76.66666667,40.136583523755434,72.03561282315971,20.0356128231597
CallumWilkie12703,St Kilda,DEF,61,14,68,3.601749421,61.13333333,62.91666667,31.193739952154043,55.98533747571567,3.98533747571567
ChangkuothJiath12752,Hawthorn,DEF,54,14,9,3.718459495,53.75,53.5,22.851344286196777,41.01272318095831,-10.9872768190417
CharlieBallard12625,Gold Coast,DEF,56,13,64,3.82465431,55.92857143,58,28.828750281277063,51.740744007484025,-0.259255992515975
ChrisBurgess12705,Gold Coast,DEF,37,9,50,2.647837599,37,42.75,17.312876380818835,31.07249173527068,-20.9275082647293
ChristianSalem12272,Melbourne,DEF,90,24,59,6.214396686,90,86.5,47.803288295936795,85.79552281329265,33.7955228132926
ConnorBlakely12397,Fremantle,DEF,75,20,59,5.508124484,82.83333333,74.63636364,42.38592697433249,76.07264885579008,24.0726488557901
ConnorIdun12750,Greater Western Sydney,DEF,33,8,5,2.116962159,33,33,9.953848835057112,17.864789123320563,-34.1352108766794
ConorGlass12561,Hawthorn,DEF,52,14,27,3.718459495,52.75,58,24.73534085493599,44.394048532318486,-7.60595146768151
ConorMcKenna12391,Essendon,DEF,73,21,64,5.503144654,72.96428571,76.18181818,40.00866479981033,71.80602916501182,19.8060291650118
CoreyEllis12346,Gold Coast,DEF,62,18,18,5.295675199,62,62,30.237259268565907,54.2686823410053,2.2686823410053
DaneRampe12140,Sydney,DEF,86,21,64,5.649717514,86.10714286,84.54545455,45.70781611025528,82.03464907175675,30.0346490717567
DanHouston12495,Port Adelaide,DEF,83,22,64,5.85885486,83.17857143,83.72727273,45.02909327549384,80.81650315482352,28.8165031548235
DanielHowe12360,Hawthorn,DEF,63,15,36,3.984063745,72.55555556,63.375,32.890224087044054,59.0301226460638,7.0301226460638
