"","player_id","FirstLastTeam","Playing.for","DvP_position","Position","uf_position","games_played","dt_avg","disp_avg","risk","team_disp","usage","Season","highest_avg","talent","form"
"169","DayneZorko12076","DZorkoBRI","Brisbane Lions","Mid","MID","MID",15,103,22,68,373.5,5.89022757697456,2019,102.866666666667,107.571428571429,105.833333333333
"170","DeanKent12184","DKentSTK","St Kilda","GenF","FWD","FWD",6,56,12,27,388.7,3.08721378955493,2019,55.8333333333333,55.9166666666667,60.3333333333333
"171","DerekEggmolesse-Smith12741","DEggmolesse-SmithRIC","Richmond",NA,NA,"DEF",2,58,18,9,366.8,4.90730643402399,2019,58,58,58
"172","DevonSmith12029","DSmithESS","Essendon","MF","FWD","FWD",2,90,21,9,381.6,5.50314465408805,2019,89.5,101.133333333333,86
"173","DionPrestia11917","DPrestiaRIC","Richmond","Mid","MID","MID",15,102,28,68,366.8,7.63358778625954,2019,101.733333333333,101.866666666667,104.25
"174","DomSheed12253","DSheedWCE","West Coast","Mid","MID","MID",15,96,28,68,356.1,7.8629598427408,2019,96.2,96.1,92.9166666666667
"175","DomTyson12032","DTysonNME","North Melbourne","Mid","MID","MID",2,80,22,9,367.9,5.97988583854308,2019,79.5,85.7083333333333,87
"176","DougalHoward12420","DHowardPOR","Port Adelaide","KeyD","DEF",NA,8,52,10,36,375.5,2.66311584553928,2019,52.375,56.3333333333333,43.1666666666667
"177","DoultonLanglands12747","DLanglandsSTK","St Kilda","GenF","DEF","MID",3,58,12,14,388.7,3.08721378955493,2019,57.6666666666667,57.8333333333333,57.6666666666667
"178","DustinMartin11794","DMartinRIC","Richmond","Mid","MID","FWD",14,100,29,64,366.8,7.9062159214831,2019,99.7142857142857,107.933333333333,100.090909090909
"179","DylanClarke12632","DClarkeESS","Essendon","Mid","MID","MID",11,66,15,50,381.6,3.93081761006289,2019,66.1818181818182,66.0909090909091,61.9
"180","DylanGrimes11879","DGrimesRIC","Richmond","KeyD","DEF","DEF",15,53,12,68,366.8,3.27153762268266,2019,52.8666666666667,54.8571428571429,56.25
"181","DylanMoore12710","DMooreHAW","Hawthorn","GenF","FWD","FWD",3,46,11,14,376.5,2.92164674634794,2019,46.3333333333333,46.1666666666667,46.3333333333333
"182","DylanShiel12022","DShielESS","Essendon","Mid","MID","MID",14,92,25,64,381.6,6.55136268343815,2019,92.3571428571429,93.5333333333333,94.75
"183","DysonHeppell11896","DHeppellESS","Essendon","Mid","MID","MID",10,91,25,45,381.6,6.55136268343815,2019,90.8,97.3333333333333,87.2857142857143
"184","EastonWood11788","EWoodWBD","Western Bulldogs","KeyD","DEF","DEF",15,47,12,68,387.6,3.09597523219814,2019,47,53.5909090909091,47.9166666666667
"185","EdCurnow11883","ECurnowCAR","Carlton","Mid","MID","MID",15,95,24,68,347,6.9164265129683,2019,94.9333333333333,94.9666666666667,95.4166666666667
"186","EddieBetts4060","EBettsADE","Adelaide","GenF","FWD",NA,14,58,12,64,383,3.1331592689295,2019,58.2142857142857,63.5714285714286,55.6363636363636
"187","EdLangdon12393","ELangdonFRE","Fremantle","Mid","MID",NA,15,92,25,68,363.1,6.88515560451666,2019,92.4,92.2,91.5833333333333
"188","EdPhillips12630","EPhillipsSTK","St Kilda","Mid","MID","MID",2,54,12,9,388.7,3.08721378955493,2019,54.5,63.8,69
"189","EdRichards12605","ERichardsWBD","Western Bulldogs","GenD","DEF","FWD",12,50,12,55,387.6,3.09597523219814,2019,49.6666666666667,50.5357142857143,52.2
"190","EdVickers-Willis12524","EVickers-WillisNME","North Melbourne",NA,NA,"DEF",1,-1,1,5,367.9,0.271812992661049,2019,-1,25.75,73
"191","ElliottHimmelberg12675","EHimmelbergADE","Adelaide","KeyF","DEF","FWD",2,52,8,9,383,2.088772845953,2019,51.5,58.5,52
"192","ElliotYeo12087","EYeoWCE","West Coast","Mid","DEF","MID",14,102,24,64,356.1,6.7396798652064,2019,102.428571428571,106,102.818181818182
"193","EricHipwood12454","EHipwoodBRI","Brisbane Lions","KeyF","FWD","FWD",14,55,10,64,373.5,2.67737617135207,2019,54.5714285714286,55.9666666666667,60.4545454545455
"194","EsavaRatugolea12597","ERatugoleaGEE","Geelong","KeyF","FWD","FWD",11,56,9,50,380.1,2.36779794790844,2019,56,56,58.1111111111111
"195","EthanHughes12395","EHughesFRE","Fremantle","KeyD","DEF","DEF",14,59,17,64,363.1,4.68190581107133,2019,59.2857142857143,62.9090909090909,62.1818181818182
"196","FlynnAppleby12620","FApplebyCOL","Collingwood","GenD","DEF","DEF",1,25,7,5,399.2,1.75350701402806,2019,25,33.8,25
"197","FrancisWatson12746","FWatsonWCE","West Coast","GenD","DEF","DEF",2,64,14,9,356.1,3.9314799213704,2019,64,64,64
"198","GaryAblett1105","GAblettGEE","Geelong","Mid","MID","FWD",14,87,21,64,380.1,5.52486187845304,2019,86.7857142857143,99.6875,88.1666666666667
"199","GaryRohan11842","GRohanGEE","Geelong","GenF","FWD","FWD",11,41,8,50,380.1,2.10470928702973,2019,41.0909090909091,54.0909090909091,40.75
"200","GeorgeHewett12411","GHewettSYD","Sydney","Mid","MID","MID",15,75,22,68,371.7,5.91875168146355,2019,74.7333333333333,74.8666666666667,76.0833333333333
"201","GeorgeHorlin-Smith12053","GHorlin-SmithGCS","Gold Coast",NA,NA,"DEF",4,44,10,18,339.9,2.94204177699323,2019,44.25,56.6666666666667,33
"202","GrantBirchall4149","GBirchallHAW","Hawthorn","GenD","DEF",NA,3,73,21,14,376.5,5.57768924302789,2019,73,77.125,73
"203","GriffinLogue12511","GLogueFRE","Fremantle","GenD","DEF","DEF",10,50,12,45,363.1,3.304874690168,2019,50.1,50.05,50.1
"204","GryanMiers12689","GMiersGEE","Geelong","GenF","FWD","FWD",15,61,14,68,380.1,3.68324125230203,2019,61.1333333333333,61.0666666666667,65.0833333333333
"205","HamishHartlett11740","HHartlettPOR","Port Adelaide","GenD","DEF","DEF",11,76,19,50,375.5,5.05992010652463,2019,76.3636363636364,80.25,76.3636363636364
"206","HarrisAndrews12340","HAndrewsBRI","Brisbane Lions","KeyD","DEF","DEF",14,57,13,64,373.5,3.4805890227577,2019,57.0714285714286,61.1818181818182,52.5454545454545
"207","HarrisonHimmelberg12462","HHimmelbergGWS","Greater Western Sydney","KeyF","FWD","FWD",14,63,12,64,377.9,3.1754432389521,2019,63,63.9333333333333,60.3636363636364
"208","HarryCunningham12015","HCunninghamSYD","Sydney","GenD","FWD","DEF",4,70,18,18,371.7,4.84261501210654,2019,70.25,73.4,66.3333333333333
"209","HarryMcKay12566","HMcKayCAR","Carlton","KeyF","FWD","FWD",13,62,10,59,347,2.88184438040346,2019,62.3076923076923,62.75,60.8
"210","HarryMorrison12579","HMorrisonHAW","Hawthorn","Mid","Mid","FWD",4,48,11,18,376.5,2.92164674634794,2019,48.25,61.5,42.5
