FirstLastTeam,ID,First Intial,First Name,Last Name,Team,DvP Position,Position,Height,Weight
ERatugoleaGEE,321,E,Esava,Ratugolea,GEE,KeyF,FWD,197,102
GAblettGEE,322,G,Gary,Ablett,GEE,Mid,MID,,
GMiersGEE,324,G,Gryan,Miers,GEE,GenF,FWD,,
GRohanGEE,687,G,Gary,Rohan,GEE,GenF,FWD,,
HTaylorGEE,325,H,Harry,Taylor,GEE,KeyD,FWD,195,94
JBewsGEE,326,J,Jed,Bews,GEE,GenF,DEF,,
JCunicoGEE,327,J,Jordan,Cunico,GEE,Mid,MID,,
JHenryGEE,328,J,Jack,Henry,GEE,KeyD,FWD,,
JJonesGEE,329,J,Jamaine,Jones,GEE,MF,FWD,,
JKolodjashnijGEE,330,J,Jake,Kolodjashnij,GEE,GenD,DEF,,
JParsonsGEE,332,J,James,Parsons,GEE,GenF,MID,,
JSelwoodGEE,333,J,Joel,Selwood,GEE,Mid,MID,,
JKennerleyGEE,841,J,Jacob,Kennerley,GEE,Mid,MID,,
JTarcaGEE,842,J,Jake,Tarca,GEE,Mid,MID,,
JClarkGEE,843,J,Jordan,Clark,GEE,GenD,DEF,,
LFogartyGEE,335,L,Lachlan,Fogarty,GEE,Mid,MID,,
LHendersonGEE,336,L,Lachie,Henderson,GEE,KeyD,DEF,,
LDahlhausGEE,742,L,Luke,Dahlhaus,GEE,MF,MID,,
MBlicavsGEE,338,M,Mark,Blicavs,GEE,GenD,MID,,
MDuncanGEE,339,M,Mitch,Duncan,GEE,Mid,MID,,
MHayballGEE,340,M,Matthew,Hayball,GEE,GenF,FWD,,
MO'ConnorGEE,341,M,Mark,O'Connor,GEE,GenD,DEF,,
MPickettGEE,942,M,Marlan,Pickett,GEE,GenF,MID,,
NCockatooGEE,342,N,Nakia,Cockatoo,GEE,GenF,FWD,,
NKreugerGEE,844,N,Nathan,Kreuger,GEE,KeyF,FWD,196,86
OBrownlessGEE,845,O,Oscar,Brownless,GEE,GenF,MID,,
PDangerfieldGEE,343,P,Patrick,Dangerfield,GEE,Mid,MID,,
QNarkleGEE,344,Q,Quinton,Narkle,GEE,Mid,MID,,
RAbbottGEE,345,R,Ryan,Abbott,GEE,Ruck,RU,,
RGardnerGEE,346,R,Ryan,Gardner,GEE,GenD,DEF,,
RStanleyGEE,347,R,Rhys,Stanley,GEE,Ruck,RU,,
SCrameriGEE,348,S,Stewart,Crameri,GEE,KeyF,FWD,,
SMenegolaGEE,349,S,Sam,Menegola,GEE,Mid,MID,,
SSelwoodGEE,350,S,Scott,Selwood,GEE,Mid,MID,,
SSimpsonGEE,351,S,Sam,Simpson,GEE,GenF,FWD,,
SOkunborGEE,846,S,Stefan,Okunbor,GEE,KeyD,DEF,,
THawkinsGEE,352,T,Tom,Hawkins,GEE,KeyF,FWD,198,103
THouseGEE,353,T,Timm,House,GEE,KeyF,FWD,,
TKellyGEE,354,T,Tim,Kelly,GEE,Mid,MID,,
TStewartGEE,355,T,Tom,Stewart,GEE,GenD,DEF,,
TAtkinsGEE,847,T,Tom,Atkins,GEE,Mid,MID,,
WBuzzaGEE,356,W,Wylie,Buzza,GEE,KeyF,FWD,199,102
ZGuthrieGEE,357,Z,Zach,Guthrie,GEE,GenD,DEF,,
ZSmithGEE,358,Z,Zac,Smith,GEE,Ruck,RU,,
ZTuohyGEE,359,Z,Zach,Tuohy,GEE,GenD,DEF,,
ABonarGWS,360,A,Aiden,Bonar,GWS,GenF,FWD,,
ACorrGWS,361,A,Aidan,Corr,GWS,GenD,DEF,,
AKennedyGWS,362,A,Adam,Kennedy,GWS,GenD,DEF,,
ATomlinsonGWS,363,A,Adam,Tomlinson,GWS,GenD,DEF,,
BDanielsGWS,364,B,Brent,Daniels,GWS,GenF,MID,,
BDeledioGWS,365,B,Brett,Deledio,GWS,MF,FWD,,
CWardGWS,366,C,Callan,Ward,GWS,Mid,MID,,
CBrownGWS,881,C,Callum M.,Brown,GWS,GenD,DEF,,
CIdunGWS,882,C,Connor,Idun,GWS,GenD,DEF,,
DBuckleyGWS,367,D,Dylan,Buckley,GWS,GenD,DEF,,
DLloydGWS,368,D,Daniel,Lloyd,GWS,GenF,FWD,,
DSimpsonGWS,370,D,Dawson,Simpson,GWS,Ruck,RU,,
HHimmelbergGWS,371,H,Harrison,Himmelberg,GWS,KeyF,FWD,194,92
HPerrymanGWS,372,H,Harry,Perryman,GWS,GenD,DEF,,
HShawGWS,373,H,Heath,Shaw,GWS,GenD,DEF,,
ICummingGWS,374,I,Isaac,Cumming,GWS,GenD,DEF,,
IHillGWS,883,I,Ian,Hill,GWS,GenF,FWD,,
JBuckleyGWS,375,J,Jack,Buckley,GWS,KeyF,FWD,,
JCameronGWS,376,J,Jeremy,Cameron,GWS,KeyF,FWD,196,96
JFinlaysonGWS,377,J,Jeremy,Finlayson,GWS,KeyF,DEF,196,93
JHopperGWS,378,J,Jacob,Hopper,GWS,Mid,MID,,
JKellyGWS,379,J,Josh,Kelly,GWS,KeyD,MID,,
JPattonGWS,380,J,Jonathon,Patton,GWS,KeyF,FWD,198,101
JSteinGWS,381,J,Jake,Stein,GWS,KeyD,DEF,,
JBuckleyGWS,884,J,Jack,Buckley,GWS,KeyF,FWD,193,85
JHatelyGWS,885,J,Jackson,Hately,GWS,Mid,MID,,
JSteinGWS,886,J,Jake,Stein,GWS,KeyD,DEF,,
JCaldwellGWS,887,J,Jye,Caldwell,GWS,Mid,MID,,
KBriggsGWS,888,K,Kieren,Briggs,GWS,Ruck,RU,,
LKeeffeGWS,382,L,Lachlan,Keeffe,GWS,KeyD,DEF,,
LTizianiGWS,383,L,Lachlan,Tiziani,GWS,GenF,FWD,,
LWhitfieldGWS,384,L,Lachie,Whitfield,GWS,GenD,MID,,
MBuntineGWS,385,M,Matt,Buntine,GWS,GenD,DEF,,
MBoerGWS,386,M,Matt,de,GWS,MF,MID,,
MFlynnGWS,387,M,Matthew,Flynn,GWS,Ruck,RU,,
NHaynesGWS,388,N,Nick,Haynes,GWS,GenD,DEF,,
NShipleyGWS,389,N,Nicholas,Shipley,GWS,Mid,MID,,
PDavisGWS,390,P,Phil,Davis,GWS,KeyD,DEF,,
RGriffenGWS,391,R,Ryan,Griffen,GWS,KeyD,DEF,,
SConiglioGWS,393,S,Stephen,Coniglio,GWS,Mid,MID,,
SReidGWS,394,S,Sam,Reid,GWS,GenD,FWD,,
STaylorGWS,395,S,Sam,Taylor,GWS,KeyD,DEF,196,93
SMumfordGWS,889,S,Shane,Mumford,GWS,Ruck,RU,,
TSheridanGWS,269,T,Tommy,Sheridan,GWS,GenF,DEF,,
TGreeneGWS,396,T,Toby,Greene,GWS,GenF,FWD,,
TTarantoGWS,399,T,Tim,Taranto,GWS,Mid,MID,,
XO'HalloranGWS,890,X,Xavier,O'Halloran,GWS,Mid,MID,,
ZLangdonGWS,401,Z,Zac,Langdon,GWS,GenF,FWD,,
ZSprouleGWS,402,Z,Zachary,Sproule,GWS,KeyF,FWD,197,92
ZWilliamsGWS,403,Z,Zac,Williams,GWS,GenD,DEF,,
BHardwickHAW,404,B,Blake,Hardwick,HAW,GenD,DEF,,
BMcEvoyHAW,405,B,Ben,McEvoy,HAW,Ruck,RU,,
BStrattonHAW,406,B,Ben,Stratton,HAW,KeyD,DEF,,
BWhitecrossHAW,407,B,Brendan,Whitecross,HAW,Mid,MID,,
CGlassHAW,408,C,Conor,Glass,HAW,GenD,DEF,,
CJiathHAW,409,C,Changkuoth,Jiath,HAW,GenF,FWD,,
CNashHAW,410,C,Connor,Nash,HAW,GenD,DEF,,
CRioliHAW,411,C,Cyril,Rioli,HAW,GenF,FWD,,
CWingardHAW,544,C,Chad,Wingard,HAW,MF,MID,,
DHoweHAW,412,D,Daniel,Howe,HAW,Mid,MID,,
DMirraHAW,413,D,David,Mirra,HAW,GenD,DEF,,
DMooreHAW,414,D,Dylan,Moore,HAW,GenF,FWD,,
DWillsmoreHAW,415,D,Dallas,Willsmore,HAW,GenF,FWD,,
DMinchingtonHAW,639,D,Darren,Minchington,HAW,GenF,FWD,,
DGreavesHAW,905,D,Damon,Greaves,HAW,GenD,DEF,,
GBirchallHAW,416,G,Grant,Birchall,HAW,GenD,DEF,,
HJonesHAW,417,H,Harrison,Jones,HAW,Mid,MID,,
HMorrisonHAW,418,H,Harry,Morrison,HAW,Mid,Mid,,
ISmithHAW,419,I,Isaac,Smith,HAW,Mid,MID,,
JScrimshawHAW,294,J,Jack,Scrimshaw,HAW,GenD,DEF,,
JCeglarHAW,420,J,Jonathon,Ceglar,HAW,Ruck,RU,,
JCousinsHAW,421,J,James,Cousins,HAW,Mid,MID,,
JFrawleyHAW,422,J,James,Frawley,HAW,KeyD,DEF,,
JGunstonHAW,423,J,Jack,Gunston,HAW,KeyF,FWD,193,87
JImpeyHAW,424,J,Jarman,Impey,HAW,GenD,FWD,,
JO'MearaHAW,425,J,Jaeger,O'Meara,HAW,Mid,MID,,
JORourkeHAW,426,J,Jonathan,ORourke,HAW,Mid,MID,,
JRossHAW,427,J,Jackson,Ross,HAW,GenF,FWD,,
JRougheadHAW,428,J,Jarryd,Roughead,HAW,KeyF,FWD,193,98
JSicilyHAW,429,J,James,Sicily,HAW,GenD,DEF,,
JWorpelHAW,430,J,James,Worpel,HAW,Mid,MID,,
JKoschitzkeHAW,906,J,Jacob,Koschitzke,HAW,KeyD,DEF,,
KBrandHAW,431,K,Kaiden,Brand,HAW,KeyD,DEF,,
KHeatherleyHAW,432,K,Kurt,Heatherley,HAW,KeyD,DEF,,
KLovellHAW,433,K,Kieran,Lovell,HAW,Mid,MID,,
LBreustHAW,434,L,Luke,Breust,HAW,GenF,FWD,,
LShielsHAW,435,L,Liam,Shiels,HAW,Mid,MID,,
MLewisHAW,436,M,Mitch,Lewis,HAW,KeyF,FWD,198,
MPittonetHAW,437,M,Marc,Pittonet,HAW,Ruck,RU,,
MWalkerHAW,907,M,Mathew,Walker,HAW,GenF,FWD,,
OHanrahanHAW,438,O,Oliver,Hanrahan,HAW,Mid,MID,,
PPuopoloHAW,439,P,Paul,Puopolo,HAW,GenF,FWD,,
RHendersonHAW,441,R,Ricky,Henderson,HAW,Mid,FWD,,
RSchoenmakersHAW,442,R,Ryan,Schoenmakers,HAW,KeyF,FWD,195,94
SBurgoyneHAW,443,S,Shaun,Burgoyne,HAW,GenD,DEF,,
TMohrHAW,397,T,Tim,Mohr,HAW,KeyD,DEF,,
TScullyHAW,398,T,Tom,Scully,HAW,Mid,MID,,
TMilesHAW,445,T,Teia,Miles,HAW,GenD,DEF,,
TMitchellHAW,446,T,Tom,Mitchell,HAW,Mid,MID,,
TO'BrienHAW,447,T,Tim,OBrien,HAW,KeyD,FWD,193,88
TVickeryHAW,448,T,Ty,Vickery,HAW,KeyD,FWD,,
WLangfordHAW,449,W,Will,Langford,HAW,Mid,MID,,
WGoldsHAW,908,W,Will,Golds,HAW,Mid,MID,,
ABrayshawMEL,450,A,Angus,Brayshaw,MEL,Mid,DEF,,
AN-BullenMEL,451,A,Alex,Neal-Bullen,MEL,MF,MID,,
AVandenbergMEL,452,A,Aaron,Vandenberg,MEL,Mid,MID,,
ANietschkeMEL,909,A,Aaron,Nietschke,MEL,Mid,MID,,
ABradtkeMEL,910,A,Austin,Bradtke,MEL,Ruck,RU,,
BFritschMEL,453,B,Bayley,Fritsch,MEL,GenD,FWD,,
BStretchMEL,454,B,Billy,Stretch,MEL,MF,MID,,
BVinceMEL,455,B,Bernie,Vince,MEL,Mid,MID,,
BPreussMEL,500,B,Braydon,Preuss,MEL,Ruck,RU,206,114
CMaynardMEL,456,C,Corey,Maynard,MEL,Mid,MID,,
COliverMEL,457,C,Clayton,Oliver,MEL,Mid,MID,,
CPedersenMEL,458,C,Cameron,Pederson,MEL,KeyF,FWD,,
CPetraccaMEL,459,C,Christian,Petracca,MEL,MF,MID,,
CSalemMEL,460,C,Christian,Salem,MEL,GenD,DEF,,
CSpargoMEL,461,C,Charlie,Spargo,MEL,Mid,MID,,
CWagnerMEL,858,C,Cory,Wagner,MEL,Mid,MID,,
DJohnstoneMEL,462,D,Dion,Johnstone,MEL,GenF,FWD,,
DKeiltyMEL,463,D,Declan,Keilty,MEL,KeyD,DEF,,
GWalkerMEL,911,G,Guy,Walker,MEL,GenD,DEF,,
HBalicMEL,466,H,Harley,Balic,MEL,MF,MID,,
HPettyMEL,467,H,Harrison,Petty,MEL,KeyD,DEF,,
JGarlettMEL,468,J,Jeff,Garlett,MEL,GenF,FWD,,
JHarmesMEL,469,J,James,Harmes,MEL,Mid,MID,,
JHuntMEL,471,J,Jayden,Hunt,MEL,GenF,DEF,,
JK-HarrisMEL,472,J,Jay,Kennedy-Harris,MEL,MF,MID,,
JLeverMEL,473,J,Jake,Lever,MEL,KeyD,DEF,,
JLewisMEL,474,J,Jordan,Lewis,MEL,GenD,MID,,
JMelkshamMEL,475,J,Jake,Melksham,MEL,MF,Mid,,
JSmithMEL,476,J,Joel,Smith,MEL,GenF,DEF,,
JVineyMEL,477,J,Jack,Viney,MEL,Mid,MID,,
JWagnerMEL,478,J,Josh,Wagner,MEL,GenF,DEF,,
JLockhartMEL,860,J,Jay,Lockhart,MEL,GenD,DEF,,
JJordonMEL,912,J,James,Jordon,MEL,Mid,MID,,
KKolodjashnijMEL,296,K,Kade,Kolodjashnij,MEL,GenD,DEF,,
KChandlerMEL,913,K,Kade,Chandler,MEL,Mid,MID,,
KDunkleyMEL,948,K,Kyle,Dunkley,MEL,Mid,MID,,
LFilipovicMEL,479,L,Lachlan,Filipovic,MEL,Ruck,RU,,
MGawnMEL,480,M,Max,Gawn,MEL,Ruck,RU,,
MHannanMEL,481,M,Mitch,Hannan,MEL,GenF,FWD,,
MHibberdMEL,482,M,Michael,Hibberd,MEL,GenD,DEF,,
MKingMEL,483,M,Mitchell,King,MEL,Ruck,RU,,
MHoreMEL,914,M,Marty,Hore,MEL,GenD,DEF,,
NJettaMEL,484,N,Neville,Jetta,MEL,GenD,DEF,,
NJonesMEL,485,N,Nathan,Jones,MEL,Mid,MID,,
OBakerMEL,486,O,Oskar,Baker,MEL,GenF,FWD,,
OMcDonaldMEL,487,O,Oscar,McDonald,MEL,GenD,DEF,,
PMcKennaMEL,488,P,Patrick,McKenna,MEL,GenF,FWD,,
SMayMEL,309,S,Steven,May,MEL,KeyD,DEF,,
SFrostMEL,489,S,Sam,Frost,MEL,KeyD,DEF,,
SWeidemanMEL,490,S,Sam,Weideman,MEL,KeyF,FWD,195,97
TMcDonaldMEL,492,T,Tom,McDonald,MEL,KeyF,FWD,194,100
TSmithMEL,493,T,Timothy,Smith,MEL,GenF,FWD,,
TBedfordMEL,915,T,Toby,Bedford,MEL,MF,MID,,
TSparrowMEL,916,T,Tom,Sparrow,MEL,Mid,MID,,
AHallNME,270,A,Aaron,Hall,NME,Mid,MID,,
AMorganNME,494,A,Alex,Morgan,NME,GenD,DEF,,
BBrownNME,495,B,Ben,Brown,NME,KeyF,FWD,200,101
BCunningtonNME,496,B,Ben,Cunnington,NME,Mid,MID,,
BHartungNME,497,B,Billy,Hartung,NME,Mid,MID,,
BJacobsNME,498,B,Ben,Jacobs,NME,Mid,MID,,
BMcKayNME,499,B,Ben,McKay,NME,KeyD,DEF,,
BScottNME,855,B,Bailey,Scott,NME,MF,MID,,
CZurhaarNME,501,C,Cameron,Zurhaar,NME,GenF,FWD,,
CTaylorNME,856,C,Curtis,Taylor,NME,GenF,MID,,
DTysonNME,465,D,Dom,Tyson,NME,Mid,MID,,
DMountfordNME,502,D,Declan,Mountford,NME,Mid,MID,,
DNielsonNME,503,D,Daniel,Nielson,NME,KeyD,DEF,,
DWatsonNME,504,D,Declan,Watson,NME,KeyD,DEF,,
EV-WillisNME,505,E,Ed,Vickers-Willis,NME,GenD,DEF,,
GNarrierNME,506,G,Gordon,Narrier,NME,GenF,FWD,,
JAndersonNME,507,J,Jed,Anderson,NME,Mid,MID,,
JMacMillanNME,508,J,Jamie,MacMillan,NME,GenD,DEF,,
JSimpkinNME,509,J,Jy,Simpkin,NME,MF,FWD,,
JWaiteNME,510,J,Jarrad,Waite,NME,KeyF,FWD,,
JWilliamsNME,511,J,Josh,Williams,NME,Mid,MID,,
JZiebellNME,512,J,Jack,Ziebell,NME,MF,MID,,
JPittardNME,557,J,Jasper,Pittard,NME,GenD,DEF,,
JPolecNME,558,J,Jared,Polec,NME,Mid,MID,,
JCrockerNME,857,J,Joel,Crocker,NME,GenF,MID,,
KHaydenNME,513,K,Kyron,Hayden,NME,Mid,MID,,
KTurnerNME,514,K,Kayne,Turner,NME,MF,FWD,,
LD-UniackeNME,515,L,Luke,Davies-Uniacke,NME,Mid,MID,,
LMcDonaldNME,516,L,Luke,McDonald,NME,GenD,MID,,
LHosieNME,944,L,Lachlan,Hosie,NME,GenF,FWD,,
MDawNME,517,M,Majak,Daw,NME,KeyD,RU,,
MHibberdNME,518,M,Mitchell,Hibberd,NME,GenD,DEF,,
MWilliamsNME,519,M,Marley,Williams,NME,GenD,DEF,,
MWoodNME,520,M,Mason,Wood,NME,KeyF,FWD,192,87
NHrovatNME,521,N,Nathan,Hrovat,NME,MF,FWD,,
NLarkeyNME,522,N,Nick,Larkey,NME,KeyF,DEF,198,93
OJunkerNME,523,O,Oscar,Junker,NME,Mid,MID,,
PAhernNME,524,P,Paul,Ahern,NME,Mid,MID,,
RTarrantNME,526,R,Robbie,Tarrant,NME,KeyD,DEF,,
ROg MurphyNME,858,R,Red,Og Murphy,NME,Mid,MID,,
SAtleyNME,527,S,Shaun,Atley,NME,GenD,DEF,,
SDurdinNME,528,S,Sam,Durdin,NME,GenD,DEF,,
SHigginsNME,529,S,Shaun,Higgins,NME,Mid,MID,,
SThompsonNME,530,S,Scott,Thompson,NME,KeyD,DEF,193,96
SWrightNME,531,S,Sam,Wright,NME,GenD,DEF,,
TDumontNME,532,T,Trent,Dumont,NME,Mid,MID,,
TGarnerNME,533,T,Taylor,Garner,NME,GenF,FWD,,
TGoldsteinNME,534,T,Todd,Goldstein,NME,Ruck,RU,,
TJeffriesNME,535,T,Tom,Jefferies,NME,Ruck,RU,,
TMurphyNME,536,T,Thomas,Murphy,NME,Mid,MID,,
TXerriNME,537,T,Tristan,Xerri,NME,Ruck,RU,,
TCampbellNME,758,T,Tom,Campbell,NME,Ruck,RU,,
TThomasNME,859,T,Tarryn,Thomas,NME,MF,MID,,
TWilkinsonNME,860,T,Tom,Wilkinson,NME,GenF,FWD,,
TMcKenzieNME,861,T,Tom,McKenzie,NME,Mid,MID,,
WWalkerNME,538,W,Will,Walker,NME,MF,MID,,
AJohnsonPOR,539,A,Aidyn,Johnson,POR,GenD,DEF,,
BEbertPOR,540,B,Brad,Ebert,POR,Mid,MID,,
BWoodcockPOR,817,B,Boyd,Woodcock,POR,Mid,MID,,
CSutcliffePOR,237,C,Cameron,Sutcliffe,POR,GenD,DEF,,
CDixonPOR,542,C,Charlie,Dixon,POR,KeyF,FWD,200,108
CHewettPOR,543,C,Cameron,Hewett,POR,Mid,MID,,
CRozeePOR,818,C,Connor,Rozee,POR,GenF,FWD,,
DBarryPOR,545,D,Dom,Barry,POR,Mid,MID,,
DB-JonesPOR,546,D,Darcy,Byrne-Jones,POR,GenD,DEF,,
DHoustonPOR,547,D,Daniel,Houston,POR,GenD,DEF,,
DHowardPOR,548,D,Dougal,Howard,POR,KeyD,DEF,,
EIrraPOR,549,E,Emmanuel,Irra,POR,Mid,MID,,
HHartlettPOR,550,H,Hamish,Hartlett,POR,GenD,DEF,,
JAtleyPOR,551,J,Joe,Atley,POR,Mid,MID,,
JGarnerPOR,552,J,Joel,Garner,POR,GenD,DEF,,
JLienertPOR,554,J,Jarrod,Lienert,POR,GenD,DEF,,
JNeadePOR,555,J,Jake,Neade,POR,GenF,FWD,,
JPatmorePOR,556,J,Jake,Patmore,POR,Mid,MID,,
JToumpasPOR,559,J,Jimmy,Toumpas,POR,Mid,MID,,
JTrengovePOR,560,J,Jack,Trengove,POR,Mid,MID,,
JWattsPOR,561,J,Jack,Watts,POR,GenF,FWD,,
JWesthoffPOR,562,J,Justin,Westhoff,POR,GenF,FWD,,
KAmonPOR,563,K,Karl,Amon,POR,Mid,MID,,
KFarrellPOR,564,K,Kane,Farrell,POR,GenF,FWD,,
KPudneyPOR,819,K,Kai,Pudney,POR,Mid,MID,,
LThomasPOR,565,L,Lindsay,Thomas,POR,GenF,FWD,,
MBroadbentPOR,566,M,Matthew,Broadbent,POR,GenD,DEF,,
MFrederickPOR,820,M,Martin,Frederick,POR,GenD,DEF,,
OWinesPOR,567,O,Ollie,Wines,POR,Mid,MID,,
PLadhamsPOR,568,P,Peter,Ladhams,POR,Ruck,RU,,
PRyderPOR,569,P,Patrick,Ryder,POR,Ruck,RU,,
RBurtonPOR,440,R,Ryan,Burton,POR,GenD,DEF,,
RBonnerPOR,570,R,Riley,Bonner,POR,GenD,DEF,,
RGrayPOR,571,R,Robbie,Gray,POR,MF,FWD,,
RGrundyPOR,821,R,Riley,Grundy,POR,KeyD,DEF,,
SMayesPOR,85,S,Sam,Mayes,POR,GenD,DEF,,
SGrayPOR,572,S,Sam,Gray,POR,GenF,FWD,,
SHayesPOR,573,S,Sam,Hayes,POR,Ruck,RU,,
SMotlopPOR,574,S,Steven,Motlop,POR,MF,MID,,
SP-PepperPOR,575,S,Sam,Powell-Pepper,POR,Mid,MID,,
SLycettPOR,802,S,Scott,Lycett,POR,Ruck,RU,,
TBoakPOR,576,T,Travis,Boak,POR,Mid,FWD,,
TClureyPOR,577,T,Tom,Clurey,POR,KeyD,DEF,,
TJonasPOR,578,T,Tom,Jonas,POR,KeyD,DEF,,
TMarshallPOR,579,T,Todd,Marshall,POR,KeyF,FWD,198,90
TMcKenziePOR,580,T,Trent,McKenzie,POR,GenD,DEF,,
TRockliffPOR,581,T,Tom,Rockliff,POR,Mid,MID,,
TCoxPOR,822,T,Tobin,Cox,POR,GenF,FWD,,
BFramptonPOR,541,W,William,Frampton,POR,Ruck,RU,,
WDrewPOR,582,W,Willem,Drew,POR,Mid,MID,,
XDuursmaPOR,823,X,Xavier,Duursma,POR,GenD,MID,,
ZButtersPOR,824,Z,Zak,Butters,POR,Mid,MID,,
ARanceRIC,585,A,Alex,Rance,RIC,KeyD,DEF,,
BEllisRIC,586,B,Brandon,Ellis,RIC,GenD,DEF,,
BGriffithsRIC,587,B,Ben,Griffths,RIC,KeyF,FWD,,
BHouliRIC,588,B,Bachar,Houli,RIC,GenD,Def,,
BMillerRIC,589,B,Ben,Miller,RIC,Ruck,RU,,
CC-JonesRIC,590,C,Callum,Coleman-Jones,RIC,Ruck,RU,,
CMenadueRIC,592,C,Connor,Menadue,RIC,GenD,FWD,,
CMooreRIC,593,C,Callum,Moore,RIC,GenF,MID,,
DAstburyRIC,594,D,David,Astbury,RIC,KeyD,DEF,,
DButlerRIC,595,D,Daniel,Butler,RIC,GenF,FWD,,
DE-SmithRIC,596,D,Derek,Eggmolesse-Smith,RIC,GenD,DEF,,
DGrimesRIC,597,D,Dylan,Grimes,RIC,KeyD,DEF,,
DMartinRIC,598,D,Dustin,Martin,RIC,Mid,MID,,
DPrestiaRIC,599,D,Dion,Prestia,RIC,Mid,MID,,
DRioliRIC,600,D,Daniel,Rioli,RIC,GenF,FWD,,
FTurnerRIC,917,F,Fraser,Turner,RIC,Mid,MID,,
ISoldoRIC,601,I,Ivan,Soldo,RIC,Ruck,RU,,
JCaddyRIC,602,J,Josh,Caddy,RIC,MF,FWD,,
JCastagnaRIC,603,J,Jason,Castagna,RIC,GenF,FWD,,
JGrahamRIC,604,J,Jack,Graham,RIC,Mid,MID,,
JHigginsRIC,605,J,Jack,Higgins,RIC,MF,MID,,
JRiewoldtRIC,606,J,Jack,Riewoldt,RIC,KeyF,FWD,193,92
JShortRIC,607,J,Jayden,Short,RIC,GenD,DEF,,
JTownsendRIC,608,J,Jacob,Townsend,RIC,GenF,FWD,,
JRossRIC,918,J,Jack,Ross,RIC,Mid,MID,,
JAartsRIC,919,J,Jake,Aarts,RIC,GenF,FWD,,
KLambertRIC,609,K,Kane,Lambert,RIC,MF,MID,,
KMcintoshRIC,610,K,Kamdyn,McIntosh,RIC,Mid,MID,,
LBakerRIC,611,L,Liam,Baker,RIC,GenF,FWD,,
LEnglishRIC,920,L,Luke,English,RIC,GenF,MID,,
MCholRIC,612,M,Mabior,Chol,RIC,KeyF,RU,,
MWellerRIC,660,M,Maverick,Weller,RIC,MF,FWD,,
MPickettRIC,950,M,Marlion,Pickett,RIC,Mid,MID,,
NBaltaRIC,613,N,Noah,Balta,RIC,KeyF,FWD,194,94
NBroadRIC,614,N,Nathan,Broad,RIC,GenD,DEF,,
NDrummondRIC,615,N,Nathan,Drummond,RIC,GenD,DEF,,
NVlastuinRIC,616,N,Nick,Vlastuin,RIC,GenD,DEF,,
OMarkovRIC,617,O,Oleg,Markov,RIC,GenF,FWD,,
PNaishRIC,620,P,Patrick,Naish,RIC,GenF,FWD,,
RGarthwaiteRIC,619,R,Ryan,Garthwaite,RIC,MF,FWD,,
RCollier-DawkinsRIC,921,R,Riley,Collier-Dawkins,RIC,GenD,MID,,
SBoltonRIC,621,S,Shai,Bolton,RIC,GenF,FWD,,
SEdwardsRIC,622,S,Shane,Edwards,RIC,MF,MID,,
SGriggRIC,623,S,Shaun,Grigg,RIC,Mid,MID,,
SHampsonRIC,624,S,Shaun,Hampson,RIC,Ruck,RU,,
SStackRIC,922,S,Sydney,Stack,RIC,Mid,MID,,
TLynchRIC,310,T,Tom,Lynch,RIC,KeyF,FWD,199,99
TCotchinRIC,626,T,Trent,Cotchin,RIC,Mid,MID,,
TNankervisRIC,627,T,Toby,Nankervis,RIC,Ruck,RU,,
BAcresSTK,629,B,Blake,Acres,STK,MF,MID,,
BLongSTK,630,B,Ben,Long,STK,GenF,FWD,,
BLongerSTK,631,B,Billy,Longer,STK,Ruck,RU,,
BPatonSTK,632,B,Ben,Paton,STK,GenD,DEF,,
BRiceSTK,633,B,Bailey,Rice,STK,GenD,DEF,,
BWhiteSTK,634,B,Brandon,White,STK,GenD,DEF,,
CWilkieSTK,862,C,Callum,Wilkie,STK,GenD,DEF,,
DKentSTK,464,D,Dean,Kent,STK,GenF,FWD,,
DArmitageSTK,635,D,David,Armitage,STK,Mid,MID,,
DJoyceSTK,636,D,Darragh,Joyce,STK,KeyD,DEF,,
DLanglandsSTK,637,D,Doulton,Langlands,STK,GenF,DEF,,
DMcKenzieSTK,638,D,Daniel,McKenzie,STK,GenD,MID,,
DRobertonSTK,640,D,Dylan,Roberton,STK,GenD,DEF,,
DHanneberySTK,682,D,Dan,Hannebery,STK,Mid,MID,,
EPhillipsSTK,641,E,Ed,Phillips,STK,Mid,MID,,
HClarkSTK,642,H,Hunter,Clark,STK,Mid,MID,,
JBattleSTK,644,J,Josh,Battle,STK,GenD,FWD,,
JBillingsSTK,645,J,Jack,Billings,STK,MF,FWD,,
JBruceSTK,646,J,Josh,Bruce,STK,KeyF,FWD,197,102
JCarlisleSTK,647,J,Jake,Carlisle,STK,KeyD,DEF,,
JGearySTK,648,J,Jarryn,Geary,STK,GenD,DEF,,
JGreshamSTK,649,J,Jade,Gresham,STK,MF,MID,,
JLonieSTK,650,J,Jack,Lonie,STK,GenF,FWD,,
JNewnesSTK,651,J,Jack,Newnes,STK,Mid,MID,,
JSinclairSTK,652,J,Jack,Sinclair,STK,MF,FWD,,
JSteeleSTK,653,J,Jack,Steele,STK,Mid,MID,,
JStevenSTK,654,J,Jack,Steven,STK,Mid,MID,,
JWebsterSTK,655,J,Jimmy,Webster,STK,GenD,DEF,,
JMarshSTK,861,J,Jonathon,Marsh,STK,KeyD,DEF,,
JBytelSTK,863,J,Jack,Bytel,STK,Mid,MID,,
